id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,timezone
664,CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,141.0,,CA,CA-BC,Bella Bella,yes,CBBC,ZEL,CBBC,,https://en.wikipedia.org/wiki/Bella_Bella_(Campbell_Island)_Airport,BBC,America/Vancouver
301825,CBC,small_airport,Cherrabun Airport,-18.917777777800005,125.537777778,540.0,OC,AU,AU-WA,,no,,CBC,,,,,Australia/Perth
717,CBS8,small_airport,Alberni Valley Regional Airport,49.321899,-124.931,250.0,,CA,CA-BC,Port Alberni,yes,CBS8,YPB,CBS8,http://www.acrd.bc.ca/avra,https://en.wikipedia.org/wiki/Port_Alberni_(Alberni_Valley_Regional)_Airport,BS8,America/Vancouver
731,CBW4,small_airport,Bob Quinn Lake Airport,56.966702,-130.25,2000.0,,CA,CA-BC,Bob Quinn Lake,no,CBW4,YBO,CBW4,,https://en.wikipedia.org/wiki/Bob_Quinn_Lake_Airport,,America/Vancouver
736,CBX5,small_airport,Tungsten (Cantung) Airport,61.956901550293,-128.20300292969,3500.0,,CA,CA-NT,Tungsten,no,CBX5,TNS,CBX5,,https://en.wikipedia.org/wiki/Tungsten_(Cantung)_Airport,BX5,America/Inuvik
737,CBX7,small_airport,Tumbler Ridge Airport,55.025001525879,-120.93499755859,3075.0,,CA,CA-BC,Tumbler Ridge,no,CBX7,TUX,CBX7,,https://en.wikipedia.org/wiki/Tumbler_Ridge_Airport,BX7,America/Dawson_Creek
743,CCA6,small_airport,Williams Harbour Airport,52.567377,-55.784883,70.0,,CA,CA-NL,Williams Harbour,yes,CCA6,YWM,CCA6,,https://en.wikipedia.org/wiki/Williams_Harbour_Airport,CA6,America/St_Johns
750,CCD4,small_airport,Postville Airport,54.9105,-59.78507,193.0,,CA,CA-NL,Postville,yes,CCD4,YSO,CCD4,,https://en.wikipedia.org/wiki/Postville_Airport,CD4,America/Goose_Bay
752,CCE4,small_airport,Black Tickle Airport,53.469836,-55.787501,57.0,,CA,CA-NL,Black Tickle,no,CCE4,YBI,CCE4,,https://en.wikipedia.org/wiki/Black_Tickle_Airport,CE4,America/St_Johns
764,CCK4,small_airport,St. Lewis (Fox Harbour) Airport,52.37279891967773,-55.67390060424805,74.0,,CA,CA-NL,St. Lewis,yes,CCK4,YFX,CCK4,,https://en.wikipedia.org/wiki/St._Lewis_(Fox_Harbour)_Airport,CK4,America/St_Johns
771,CCP4,small_airport,Port Hope Simpson Airport,52.528099060058594,-56.28609848022461,347.0,,CA,CA-NL,Port Hope Simpson,yes,CCP4,YHA,CCP4,,https://en.wikipedia.org/wiki/Port_Hope_Simpson_Airport,CP4,America/St_Johns
793,CCZ2,small_airport,Rigolet Airport,54.1796989440918,-58.45750045776367,180.0,,CA,CA-NL,Rigolet,yes,CCZ2,YRG,CCZ2,,https://en.wikipedia.org/wiki/Rigolet_Airport,CZ2,America/Goose_Bay
814,CDK2,small_airport,Diavik Airport,64.5113983154,-110.289001465,1413.0,,CA,CA-NT,Diavik,no,CDK2,DVK,CDK2,,https://en.wikipedia.org/wiki/Diavik_Airport,DK2,America/Edmonton
43879,CDL7,small_airport,Doris Lake,68.1252746582,-106.585281372,50.0,,CA,CA-NU,Hope Bay,no,,JOJ,CDL7,,https://en.wikipedia.org/wiki/Doris_Lake_Aerodrome,,America/Cambridge_Bay
834,CEB5,small_airport,Fairview Airport,56.081401825,-118.434997559,2166.0,,CA,CA-AB,Fairview,no,CEB5,ZFW,CEB5,,https://en.wikipedia.org/wiki/Fairview_Airport,EB5,America/Edmonton
836,CEC4,small_airport,Jasper-Hinton Airport,53.319199,-117.752998,4006.0,,CA,CA-AB,Hinton,no,CEC4,YJP,CEC4,,https://en.wikipedia.org/wiki/Hinton/Jasper-Hinton_Airport,EC4,America/Edmonton
874,CEM3,small_airport,Whatì Airport,63.13169860839844,-117.24600219726562,882.0,,CA,CA-NT,Whatì,yes,CEM3,YLE,CEM3,,https://en.wikipedia.org/wiki/What%C3%AC_Airport,EM3,America/Edmonton
892,CER3,small_airport,Drayton Valley Industrial Airport,53.265800476074,-114.95999908447,2776.0,,CA,CA-AB,Drayton Valley,no,CER3,YDC,CER3,,https://en.wikipedia.org/wiki/Drayton_Valley_Industrial_Airport,ER3,America/Edmonton
893,CER4,small_airport,Fort McMurray / Mildred Lake Airport,57.0555992126,-111.573997498,1046.0,,CA,CA-AB,Fort McMurray,no,CER4,NML,CER4,,https://en.wikipedia.org/wiki/Fort_McMurray/Mildred_Lake_Airport,ER4,America/Edmonton
898,CET2,small_airport,Conklin (Leismer) Airport,55.695301,-111.278999,1930.0,,CA,CA-AB,Conklin,no,CET2,CFM,CET2,,https://en.wikipedia.org/wiki/Conklin_(Leismer)_Airport,ET2,America/Edmonton
910,CEW3,small_airport,St. Paul Airport,53.9933013916,-111.379997253,2147.0,,CA,CA-AB,St. Paul,no,CEW3,ZSP,CEW3,,https://en.wikipedia.org/wiki/St._Paul_Airport_(Alberta),EW3,America/Edmonton
506976,CF-0012,small_airport,Kavadja Airport,7.964938,23.526018,2395.0,AF,CF,CF-HK,Kavadja,no,,KWD,FE02,,,Kaouadja,Africa/Bangui
925,CFA7,small_airport,Taltheilei Narrows Airport,62.5980987549,-111.542999268,570.0,,CA,CA-NT,Taltheilei Narrows,no,CFA7,GSL,CFA7,,https://en.wikipedia.org/wiki/Taltheilei_Narrows_Airport,FA7,America/Edmonton
933,CFC4,small_airport,Macmillan Pass Airport,63.181098938,-130.20199585,3810.0,,CA,CA-YT,Macmillan Pass,no,CFC4,XMP,CFC4,,https://en.wikipedia.org/wiki/Macmillian_Pass_Airport,FC4,America/Whitehorse
944,CFF4,small_airport,Great Bear Lake Airport,66.7031021118,-119.707000732,562.0,,CA,CA-NT,Great Bear Lake,no,CFF4,DAS,CFF4,,https://en.wikipedia.org/wiki/Great_Bear_Lake_Airport,FF4,America/Edmonton
46534,CFG6,small_airport,Fort Mackay / Firebag,57.275833,-110.976666,1762.0,,CA,CA-AB,Suncor Energy Site,no,CYFI,YFI,CYFI,,https://en.wikipedia.org/wiki/Fort_MacKay/Firebag_Aerodrome,"CFG6, Wood Buffalo",America/Edmonton
954,CFJ2,small_airport,Wekweètì Airport,64.190804,-114.077002,1208.0,,CA,CA-NT,Wekweètì,yes,CYWE,YFJ,CFJ7,,https://en.wikipedia.org/wiki/Wekwe%C3%A8t%C3%AC_Airport,"Wekweti, Snare Lake",America/Edmonton
964,CFM4,small_airport,Donnelly Airport,55.7094,-117.094002,1949.0,,CA,CA-AB,Donnelly,no,CFM4,YOE,CFM4,,https://en.wikipedia.org/wiki/Donnelly_Airport,FM4,America/Edmonton
982,CFQ4,small_airport,Cheadle Airport,51.057498931885,-113.62400054932,3300.0,,CA,CA-AB,Cheadle,no,CFQ4,TIL,CFQ4,,https://en.wikipedia.org/wiki/Cheadle_Airport,"FQ4, Inverlake",America/Edmonton
32110,CG-OKG,small_airport,Okoyo Airport,-1.4483300447464,15.073300361633,1415.0,AF,CG,CG-8,Okoyo,no,,OKG,,,https://en.wikipedia.org/wiki/Okoyo_Airport,,Africa/Brazzaville
46172,CGC,small_airport,Cape Gloucester Airport,-5.458965,148.432417,78.0,OC,PG,PG-WBK,Cape Gloucester,no,AYCG,CGC,CPG,,https://en.wikipedia.org/wiki/Cape_Gloucester_Airport,,Pacific/Port_Moresby
312504,CGG,small_airport,Casiguran Airport,16.1941,122.0651,48.0,AS,PH,PH-AUR,Casiguran,no,,CGG,,,,,Asia/Manila
44373,CGK2,small_airport,Gahcho Kue,63.435198,-109.144812,1371.0,,CA,CA-NT,,no,CGK2,GHK,CGK2,,https://en.wikipedia.org/wiki/Gahcho_Kue_Aerodrome,De Beers Canada,America/Edmonton
16713,CHP,small_airport,Circle Hot Springs Airport,65.485496521,-144.610992432,956.0,,US,US-AK,Circle Hot Springs,no,CHP,CHP,CHP,,https://en.wikipedia.org/wiki/Circle_Hot_Springs_Airport,,America/Anchorage
1058,CJC8,small_airport,Laurie River Airport,56.2486000061,-101.304000854,1200.0,,CA,CA-MB,Laurie River,no,CJC8,LRQ,CJC8,,https://en.wikipedia.org/wiki/Laurie_River_Airport,JC8,America/Winnipeg
1088,CJL2,small_airport,Hatchet Lake Airport,58.662498474121,-103.53800201416,1362.0,,CA,CA-SK,Hatchet Lake,no,CJL2,YDJ,CJL2,,https://en.wikipedia.org/wiki/Hatchet_Lake_Airport,JL2,America/Regina
1092,CJL8,small_airport,Kasba Lake Airport,60.291900634766,-102.50199890137,1131.0,,CA,CA-NT,Kasba Lake,no,CJL8,YDU,CJL8,,https://en.wikipedia.org/wiki/Kasba_Lake_Airport,JL8,America/Edmonton
1121,CJS3,small_airport,Cluff Lake Airport,58.3911018372,-109.51599884,1112.0,,CA,CA-SK,Cluff Lake,no,CJS3,XCL,CJS3,,https://en.wikipedia.org/wiki/Cluff_Lake_Airport,JS3,America/Swift_Current
1126,CJT3,small_airport,Knee Lake Airport,54.915298,-94.798103,625.0,,CA,CA-MB,Knee Lake,no,CJT3,YKE,CJT3,,https://en.wikipedia.org/wiki/Knee_Lake_Airport,JT3,America/Winnipeg
1139,CJV7,small_airport,Summer Beaver Airport,52.70859909057617,-88.54190063476562,832.0,,CA,CA-ON,Summer Beaver,yes,CJV7,SUR,CJV7,,https://en.wikipedia.org/wiki/Summer_Beaver_Airport,JV7,America/Toronto
16716,CJX,small_airport,Crooked Creek Airport,61.8679008484,-158.134994507,178.0,,US,US-AK,Crooked Creek,no,CJX,CKD,CJX,,https://en.wikipedia.org/wiki/Crooked_Creek_Airport,,America/Anchorage
1151,CJY3,small_airport,Tisdale Airport,52.836700439453,-104.06700134277,1525.0,,CA,CA-SK,Tisdale,no,CJY3,YTT,CJY3,,https://en.wikipedia.org/wiki/Tisdale_Airport,JY3,America/Regina
1162,CKB6,small_airport,Wapekeka Airport,53.84920120239258,-89.57939910888672,712.0,,CA,CA-ON,Angling Lake,yes,CKB6,YAX,CKB6,,https://en.wikipedia.org/wiki/Angling_Lake/Wapekeka_Airport,KB6,America/Winnipeg
1200,CKL3,small_airport,Wunnumin Lake Airport,52.89390182495117,-89.28919982910156,819.0,,CA,CA-ON,Wunnumin Lake,yes,CKL3,WNN,CKL3,,https://en.wikipedia.org/wiki/Wunnummin_Lake_Airport,KL3,America/Winnipeg
1211,CKM8,small_airport,Opapimiskan Lake Airport,52.6067008972,-90.3768997192,1023.0,,CA,CA-ON,Opapimiskan Lake,no,CKM8,YBS,CKM8,,https://en.wikipedia.org/wiki/Opapimiskan_Lake_Airport,"KM8, Musselwhite Airport",America/Winnipeg
1218,CKQ3,small_airport,North Spirit Lake Airport,52.4900016784668,-92.97109985351562,1082.0,,CA,CA-ON,North Spirit Lake,yes,CKQ3,YNO,CKQ3,,https://en.wikipedia.org/wiki/North_Spirit_Lake_Airport,KQ3,America/Winnipeg
312535,CKR,small_airport,Crane Island Airstrip,48.5978,-122.9979,108.0,,US,US-WA,Crane Island,no,,CKR,,,,,America/Los_Angeles
16717,CKU,small_airport,Cordova Municipal Airport,60.5438995361,-145.727005005,12.0,,US,US-AK,Cordova,no,CKU,CKU,CKU,,https://en.wikipedia.org/wiki/Cordova_Municipal_Airport,,America/Anchorage
1244,CKV4,small_airport,North of Sixty Airport,60.316398620605,-103.12899780273,1195.0,,CA,CA-NT,Obre Lake,no,CKV4,YDW,CKV4,,https://en.wikipedia.org/wiki/Obre_Lake/North_of_Sixty_Airport,KV4,America/Edmonton
16718,CKX,small_airport,Chicken Airport,64.0712966919,-141.95199585,1640.0,,US,US-AK,Chicken,no,CKX,CKX,CKX,,,,America/Anchorage
505530,CL-0015,medium_airport,Nuevo Chaitén Airport,-42.781943,-72.834999,95.0,SA,CL,CL-LL,Chaitén,no,SCTN,WCH,,,https://en.wikipedia.org/wiki/Nuevo_Chait%C3%A9n_Airport,,America/Santiago
316486,CMT,small_airport,New Cametá Airport,-2.2468,-49.56,60.0,SA,BR,BR-PA,Cametá,no,,CMT,,,,,America/Belem
311902,CMZ,small_airport,Caia Airport,-17.8331,35.3341,156.0,AF,MZ,MZ-S,Caia,no,,CMZ,,,,,Africa/Maputo
43975,CN-0005,small_airport,Tangshan Sannühe Airport,39.7178001404,118.002624512,50.0,AS,CN,CN-13,Tangshan,yes,ZBTS,TVS,,,https://en.wikipedia.org/wiki/Tangshan_Air_Base,"Tangshan Air Base, 唐山三女河机场",Asia/Shanghai
44127,CN-0012,medium_airport,Yuanmou Air Base,25.737499,101.882004,3810.0,AS,CN,CN-53,Chuxiong (Yuanmou),no,ZPYM,YUA,,,,,Asia/Shanghai
44100,CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.738602,114.93,2347.0,AS,CN,CN-13,Zhangjiakou,yes,ZBZJ,ZQZ,,,https://en.wikipedia.org/wiki/Zhangjiakou_Ningyuan_Airport,"Zhangjiakou Air Base, 张家口宁远机场, ZZHA",Asia/Shanghai
44103,CN-0027,medium_airport,Baoshan Yunrui Airport,25.053301,99.168297,5453.0,AS,CN,CN-53,Baoshan (Longyang),yes,ZPBS,BSD,,,https://en.wikipedia.org/wiki/Baoshan_Yunrui_Airport,Baoshan Yunduan Airport,Asia/Shanghai
44110,CN-0034,small_airport,Dazu Air Base,29.636227,105.773621,1220.0,AS,CN,CN-50,Dazu,no,ZUDZ,DZU,,,,,Asia/Shanghai
44116,CN-0040,medium_airport,Lincang Boshang Airport,23.7381,100.025002,6230.0,AS,CN,CN-53,Lincang,yes,ZPLC,LNJ,,,https://en.wikipedia.org/wiki/Lincang_Airport,Lintsang Airfield,Asia/Shanghai
44122,CN-0046,medium_airport,Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,3782.0,AS,CN,CN-54,Xigazê (Samzhubzê),yes,ZURK,RKZ,,,https://en.wikipedia.org/wiki/Shigatse_Peace_Airport,,Asia/Shanghai
44126,CN-0050,medium_airport,Panzhihua Bao'anying Airport,26.54,101.79852,1620.0,AS,CN,CN-51,Panzhihua (Renhe),yes,ZUZH,PZI,,,https://en.wikipedia.org/wiki/Panzhihua_Bao'anying_Airport,"Xining Air Base, 攀枝花保安营机场",Asia/Shanghai
323879,CN-0051,small_airport,Zigong Fengming Airport,29.376484,104.625789,1133.0,AS,CN,CN-51,Zigong (Gongjing),no,,ZKL,,,,Fengming General Airport,Asia/Shanghai
44139,CN-0061,medium_airport,Foshan Shadi Airport,23.0833,113.07,6.0,AS,CN,CN-44,Foshan (Nanhai),yes,ZGFS,FUO,,,https://en.wikipedia.org/wiki/Foshan_Shadi_Airport,Guangzhou Shadi Air Base,Asia/Shanghai
323881,CN-0062,small_airport,Bazhong Enyang Airport,31.73842,106.644872,1804.0,AS,CN,CN-51,Bazhong (Enyang),yes,ZUBZ,BZX,BZX,,https://en.wikipedia.org/wiki/Bazhong_Enyang_Airport,,Asia/Shanghai
323907,CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,312.0,AS,CN,CN-41,Xinyang,yes,ZHXY,XAI,,,https://en.wikipedia.org/wiki/Xinyang_Minggang_Airport,"Queshan Air Base, 信阳明港机场",Asia/Shanghai
44146,CN-0068,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,50.0,AS,CN,CN-44,Huizhou (Pingtan),yes,ZGHZ,HUZ,,,https://en.wikipedia.org/wiki/Huizhou_Airport,"Huiyang Air Base, Pingtan Airport",Asia/Shanghai
324348,CN-0073,small_airport,Shangluo Airport,33.708533,110.249284,,AS,CN,CN-61,Shangluo (Danfeng),no,,DFA,,,,,Asia/Shanghai
44157,CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,280.0,AS,CN,CN-44,Shaoguan,yes,ZGSG,HSC,,,https://en.wikipedia.org/wiki/Shaoguan_Danxia_Airport,"Shaoguan Air Base, Shaoguan Guitou Airport",Asia/Shanghai
44159,CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.737,281.0,AS,CN,CN-36,Ji'an,yes,ZSJA,JGS,,,https://en.wikipedia.org/wiki/Jinggangshan_Airport,"Tiahe Air Base, Ji'an Airport",Asia/Shanghai
44160,CN-0082,medium_airport,Baise Youjiang Airport,23.7206,106.959999,490.0,AS,CN,CN-45,Baise (Tianyang),yes,ZGBS,AEB,,,https://en.wikipedia.org/wiki/Baise_Youjiang_Airport,"Tian Yang Air Base, Bose airport, 百色右江机场",Asia/Shanghai
44167,CN-0089,medium_airport,Lianyungang Huaguoshan International Airport,34.41406,119.17899,,AS,CN,CN-32,Lianyungang,yes,ZSLG,LYG,,,https://en.wikipedia.org/wiki/Lianyungang_Huaguoshan_International_Airport,,Asia/Shanghai
44169,CN-0091,medium_airport,Dongying Shengli Airport,37.5085983276,118.788002014,15.0,AS,CN,CN-37,Dongying,no,ZSDY,DOY,,,https://en.wikipedia.org/wiki/Dongying_Shengli_Airport,"Dongying Air Base, Dongying Yong'an Airport",Asia/Shanghai
44182,CN-0104,medium_airport,Xingcheng Air Base,40.580328,120.700374,30.0,AS,CN,CN-21,"Xingcheng, Huludao",no,ZYXC,XEN,,,,,Asia/Shanghai
44191,CN-0113,medium_airport,Altay Xuedu Airport,47.749886,88.085808,2460.0,AS,CN,CN-65,Altay,yes,ZWAT,AAT,,,https://en.wikipedia.org/wiki/Altay_Xuedu_Airport,Altay Air Base,Asia/Urumqi
44208,CN-0130,medium_airport,Tianshui Maijishan Airport,34.559399,105.860001,3590.0,AS,CN,CN-62,Tianshui (Maiji),yes,ZLTS,THQ,,,https://en.wikipedia.org/wiki/Tianshui_Maijishan_Airport,"Tianshui Air Base, 天水麦积山机场, ZBEE",Asia/Shanghai
44221,CN-0143,small_airport,Zhangye Ganzhou Airport,38.801899,100.675003,5280.0,AS,CN,CN-62,Zhangye (Ganzhou),yes,ZLZY,YZY,,,https://en.wikipedia.org/wiki/Zhangye_Ganzhou_Airport,"Zhangye Southeast Air Base, 张掖甘州机场",Asia/Shanghai
342426,CN-0157,small_airport,Morin Dawa Banner Airport,48.38745,124.43127,722.0,AS,CN,CN-15,Hulunbuir,no,,DWS,,,,,Asia/Shanghai
348149,CN-0177,small_airport,Shijiazhuang Luancheng Airport,37.91305,114.59166,197.0,AS,CN,CN-13,Shijiazhuang,no,,LCT,,,,,Asia/Shanghai
348158,CN-0188,medium_airport,Beijing Nanjiao Airport,39.48595,116.37236,,AS,CN,CN-11,Beijing,no,ZBNY,NAY,,,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%8D%97%E9%83%8A%E6%9C%BA%E5%9C%BA,New Nanyuan,Asia/Shanghai
44267,CN-0189,medium_airport,Dandong Langtou Airport,40.0247,124.286003,30.0,AS,CN,CN-21,"Zhenxing, Dandong",yes,ZYDD,DDG,,http://www.ddcei.gov.cn/english/index.html,https://en.wikipedia.org/wiki/Dandong_Airport,,Asia/Shanghai
348690,CN-0218,small_airport,Binzhou Daguo Airport,37.61055,117.885699,25.0,AS,CN,CN-37,Binzhou,no,,CBZ,,,,,Asia/Shanghai
350882,CN-0236,medium_airport,Xigaze Dingri Airport,28.604567,86.798,14108.0,AS,CN,CN-54,Xigazê (Dingri),no,,DDR,,,https://en.wikipedia.org/wiki/Shigatse_Tingri_Airport,Shigatse Tingri,Asia/Shanghai
350949,CN-0253,small_airport,Jiande Qiandaohu General Airport,29.360905,119.180829,249.0,AS,CN,CN-33,Hangzhou,no,,JDE,,,,,Asia/Shanghai
350965,CN-0268,small_airport,Zhaodong Beidahuang General Airport,46.12779,125.77354,469.0,AS,CN,CN-23,Suihua,no,,HLJ,,,,,Asia/Shanghai
352226,CN-0300,small_airport,Taiyuan Yaocheng Airport,37.50312,112.424126,,AS,CN,CN-14,Taiyuan,no,,TYC,,,,,Asia/Shanghai
354995,CN-0353,medium_airport,Zhanjiang Wuchuan Airport,21.481667,110.590278,,AS,CN,CN-44,Zhanjiang,yes,ZGZJ,ZHA,,,https://en.wikipedia.org/wiki/Zhanjiang_Wuchuan_Airport,,Asia/Shanghai
355952,CN-0359,small_airport,Zhaosu Tianma Airport,43.1075,81.160556,,AS,CN,CN-65,Zhaosu,yes,ZWZS,ZFL,,,https://en.wikipedia.org/wiki/Zhaosu_Tianma_Airport,,Asia/Urumqi
355963,CN-0362,small_airport,Yinchuan Yueyahu Airport,38.588095,106.539788,3727.0,AS,CN,CN-64,Yinchuan,no,,YEH,,,,,Asia/Shanghai
430024,CN-0385,small_airport,Lanping Fenghua General Airport,26.64518,99.54419,8276.0,AS,CN,CN-53,Lanping Bai,no,,LFH,,,,Feng Hua,Asia/Shanghai
32048,CN-NTG,medium_airport,Nantong Xingdong International Airport,32.070801,120.975998,16.0,AS,CN,CN-32,Nantong,yes,ZSNT,NTG,,,https://en.wikipedia.org/wiki/Nantong_Xingdong_Airport,,Asia/Shanghai
1299,CNE3,small_airport,Bearskin Lake Airport,53.965599060058594,-91.0271987915039,800.0,,CA,CA-ON,Bearskin Lake,yes,CNE3,XBE,CNE3,,https://en.wikipedia.org/wiki/Bearskin_Lake_Airport,NE3,America/Winnipeg
1308,CNH2,small_airport,Natuashish Airport,55.913898,-61.184399,30.0,,CA,CA-NL,Natuashish,yes,CNH2,YNP,CNH2,,https://en.wikipedia.org/wiki/Natuashish_Airport,NH2,America/Goose_Bay
1314,CNK4,small_airport,Parry Sound Area Municipal Airport,45.2575,-79.829697,832.0,,CA,CA-ON,Parry Sound,no,CNK4,YPD,CNK4,http://www.seguin.ca/en/municipalairport.asp,https://en.wikipedia.org/wiki/Parry_Sound_Area_Municipal_Airport,"NK4, Seguin",America/Toronto
1317,CNL3,small_airport,Brockville - Thousand Islands Regional Tackaberry Airport,44.6394004822,-75.7502975464,402.0,,CA,CA-ON,Brockville,no,CNL3,XBR,CNL3,,https://en.wikipedia.org/wiki/Brockville-Thousand_Islands_Regional_Tackaberry_Airport,NL3,America/Toronto
1324,CNM5,small_airport,Kingfisher Lake Airport,53.01250076293945,-89.85530090332031,866.0,,CA,CA-ON,Kingfisher Lake,yes,CNM5,KIF,CNM5,,https://en.wikipedia.org/wiki/Kingfisher_Lake_Airport,NM5,America/Winnipeg
1343,CNT3,small_airport,Ogoki Post Airport,51.6585998535,-85.9017028809,594.0,,CA,CA-ON,Ogoki Post,yes,CYKP,YOG,CYKP,,https://en.wikipedia.org/wiki/Ogoki_Post_Airport,NT3,America/Toronto
41597,CO-LCR,small_airport,La Chorrera Airport,-0.733333,-73.01667,709.0,SA,CO,CO-AMA,La Chorrera,yes,,LCR,,,https://en.wikipedia.org/wiki/La_Chorrera_Airport,,America/Bogota
32342,CO-SNT,small_airport,Las Cruces Airport,7.38322,-73.505402,440.0,SA,CO,CO-SAN,Sabana De Torres,no,,SNT,,,,,America/Bogota
35319,CO-TCD,small_airport,Tarapacá Airport,-2.895802,-69.749762,253.0,,CO,CO-AMA,Tarapacá,yes,SKRA,TCD,,,https://en.wikipedia.org/wiki/Tarapac%C3%A1_Airport,,America/Bogota
1401,CPF2,small_airport,Bar River Airport,46.42029953,-84.0922012329,591.0,,CA,CA-ON,Bar River,no,CPF2,YEB,CPF2,,https://en.wikipedia.org/wiki/Bar_River_Airport,PF2,America/Toronto
302208,CPI,small_airport,Cape Orford Airport,-5.44833333333,152.081944444,20.0,OC,PG,PG-EBR,,no,,CPI,COF,,,,Pacific/Port_Moresby
1465,CPV7,small_airport,Poplar Hill Airport,52.1133,-94.2556,1095.0,,CA,CA-ON,Poplar Hill,yes,CYHP,YHP,CPV7,,https://en.wikipedia.org/wiki/Poplar_Hill_Airport,,America/Winnipeg
1466,CPV8,small_airport,Keewaywin Airport,52.9911,-92.836403,988.0,,CA,CA-ON,Keewaywin,no,CPV8,KEW,CPV8,,https://en.wikipedia.org/wiki/Keewaywin_Airport,,America/Winnipeg
1492,CRL4,small_airport,Kirby Lake Airport,55.355598,-110.637001,2260.0,,CA,CA-AB,Kirby Lake,no,CRL4,KFM,CRL4,,https://en.wikipedia.org/wiki/Kirby_Lake_Airport,,America/Edmonton
44427,CSB2,small_airport,Sable Island Landing Strip,43.930951,-59.996147,4.0,,CA,CA-NS,Sable Island,no,CSB2,YSA,CSB2,http://www.sableislandairport.com/Photo-Gallery-1.html,https://en.wikipedia.org/wiki/Sable_Island_Aerodrome,CYSA,America/Halifax
1521,CSH4,small_airport,Lebel-sur-Quevillon Airport,49.0303001404,-77.0171966553,960.0,,CA,CA-QC,Lebel-sur-Quévillon,no,CSH4,YLS,CSH4,,https://en.wikipedia.org/wiki/Lebel-sur-Qu%C3%A9villon_Airport,SH4,America/Toronto
1531,CSK6,small_airport,Snap Lake Airport,63.593601,-110.905998,1557.0,,CA,CA-NT,Snap Lake Mine,no,CSK6,YNX,CSK6,,https://en.wikipedia.org/wiki/Snap_Lake_Airport,SK6,America/Edmonton
1556,CSR8,small_airport,La Sarre Airport,48.917198181152,-79.178596496582,1048.0,,CA,CA-QC,La Sarre,no,CSR8,SSQ,CSR8,http://www.ville.lasarre.qc.ca/fr/ville/services-municipaux/aeroport-municipal/index.cfm,https://en.wikipedia.org/wiki/La_Sarre_Airport,SR8,America/Toronto
1563,CSU2,small_airport,Chisasibi Airport,53.80559921264648,-78.91690063476562,43.0,,CA,CA-QC,Chisasibi,yes,CSU2,YKU,CSU2,,https://en.wikipedia.org/wiki/Chisasibi_Airport,SU2,America/Toronto
1590,CTB6,small_airport,Tête-à-la-Baleine Airport,50.67440032958984,-59.38359832763672,107.0,,CA,CA-QC,Tête-à-la-Baleine,yes,CTB6,ZTB,CTB6,,https://en.wikipedia.org/wiki/T%C3%AAte-%C3%A0-La-Baleine_Airport,TB6,America/Blanc-Sablon
1604,CTK6,small_airport,Kegaska Airport,50.1958007812,-61.2658004761,32.0,,CA,CA-QC,Kegaska,no,CTK6,ZKG,CTK6,,https://en.wikipedia.org/wiki/K%C3%A9gashka_Airport,TK6,America/Blanc-Sablon
37052,CTP,small_airport,Carutapera Airport,-1.225365,-46.019057,85.0,SA,BR,BR-MA,Carutapera,no,,CTP,,,,,America/Fortaleza
1608,CTP9,small_airport,Donaldson Airport,61.6622009277,-73.3214035034,1902.0,,CA,CA-QC,Kattiniq,no,CTP9,YAU,CTP9,,https://en.wikipedia.org/wiki/Kattiniq/Donaldson_Airport,TP9,America/Toronto
1617,CTT5,small_airport,La Romaine Airport,50.259701,-60.679401,90.0,,CA,CA-QC,La Romaine,no,CTT5,ZGS,CTT5,,https://en.wikipedia.org/wiki/La_Romaine_Airport,"TT5, Gethsemani",America/Blanc-Sablon
1618,CTU2,small_airport,Fontanges Airport,54.553901672363,-71.173301696777,1550.0,,CA,CA-QC,Fontanges,no,CTU2,YFG,CTU2,,https://en.wikipedia.org/wiki/Fontages_Airport,TU2,America/Toronto
1619,CTU5,small_airport,La Tabatière Airport,50.8307991027832,-58.97560119628906,102.0,,CA,CA-QC,La Tabatière,yes,CTU5,ZLT,CTU5,,https://en.wikipedia.org/wiki/La_Tabati%C3%A8re_Airport,TU5,America/Blanc-Sablon
316499,CUJ,small_airport,Culion Airport,11.8553,119.9378,155.0,AS,PH,PH-PLW,Culion,no,,CUJ,,,,Patag Airstrip,Asia/Manila
17054,CVH,small_airport,Hollister Municipal Airport,36.8932991028,-121.410003662,230.0,,US,US-CA,Hollister,no,KCVH,HLI,CVH,http://www.hollister.ca.gov/site/html/gov/office/airport.asp,https://en.wikipedia.org/wiki/Hollister_Municipal_Airport,3O7,America/Los_Angeles
302209,CVL,small_airport,Cape Vogel Airport,-9.67,150.019722222,20.0,OC,PG,PG-MBA,,no,,CVL,CVG,,,,Pacific/Port_Moresby
